deck_name,finish_dt,placement,tournament,host,set_name,leader_id,leader_name,color,color_numbers,primary_color,secondary_color,life,power
Lucci,2025-01-04,T16,Bandai Fest,LCQ,op-09-the-new-emperor-decks,OP07-079,Rob Lucci,Black,1,Black,--,5,5000
Lucci,2025-01-05,T8,Nationals,PlayTCG,op-09-the-new-emperor-decks,OP07-079,Rob Lucci,Black,1,Black,--,5,5000
Lucci,2025-01-05,T4,Nationals,PlayTCG,op-09-the-new-emperor-decks,OP07-079,Rob Lucci,Black,1,Black,--,5,5000
Lucci,2025-01-25,T4,Shop Event,acebunnytcg,op-09-the-new-emperor-decks,OP07-079,Rob Lucci,Black,1,Black,--,5,5000
Lucci,2024-12-19,1st,Online,ODS Tournaments,op-09-the-new-emperor-decks,OP07-079,Rob Lucci,Black,1,Black,--,5,5000
Lucci,2024-12-22,T8,Webcam,PPG,op-09-the-new-emperor-decks,OP07-079,Rob Lucci,Black,1,Black,--,5,5000
Lucci,2025-02-20,1st,SB,Beyond Odyssey,op-09-the-new-emperor-decks,OP07-079,Rob Lucci,Black,1,Black,--,5,5000
Lucci,2025-01-26,1st,SB,Arcadia Games Ragusa,op-09-the-new-emperor-decks,OP07-079,Rob Lucci,Black,1,Black,--,5,5000
Lucci,2025-02-16,2nd,Shop Event,PPG,op-09-the-new-emperor-decks,OP07-079,Rob Lucci,Black,1,Black,--,5,5000
Lucci,2025-02-01,T4,TC,OPE,op-09-the-new-emperor-decks,OP07-079,Rob Lucci,Black,1,Black,--,5,5000
Lucci,2025-02-16,T4,Shop Event,PPG,op-09-the-new-emperor-decks,OP07-079,Rob Lucci,Black,1,Black,--,5,5000
Lucci,2025-02-22,T16,TC,TAK,op-09-the-new-emperor-decks,OP07-079,Rob Lucci,Black,1,Black,--,5,5000
Lucci,2025-02-02,1st,SB,PPG,op-09-the-new-emperor-decks,OP07-079,Rob Lucci,Black,1,Black,--,5,5000
Lucci,2025-02-01,--,TC,CoreTCG,op-09-the-new-emperor-decks,OP07-079,Rob Lucci,Black,1,Black,--,5,5000
Lucci,2025-02-08,T8,TC,401 Games,op-09-the-new-emperor-decks,OP07-079,Rob Lucci,Black,1,Black,--,5,5000
Lucci,2025-02-15,T8,TC,Versus Games,op-09-the-new-emperor-decks,OP07-079,Rob Lucci,Black,1,Black,--,5,5000
Lucci,2024-12-27,1st,SB,TCGshopE,op-09-the-new-emperor-decks,OP07-079,Rob Lucci,Black,1,Black,--,5,5000
Lucci,2025-01-25,T32,OCE Final,TAK Games,op-09-the-new-emperor-decks,OP07-079,Rob Lucci,Black,1,Black,--,5,5000
Lucci,2025-02-22,T16,TC,TAK,op-09-the-new-emperor-decks,OP07-079,Rob Lucci,Black,1,Black,--,5,5000
Lucci,2025-01-30,1st,SB,Galactic Gamez,op-09-the-new-emperor-decks,OP07-079,Rob Lucci,Black,1,Black,--,5,5000
Lucci,2025-01-25,T8,OCE Final,TAK Games,op-09-the-new-emperor-decks,OP07-079,Rob Lucci,Black,1,Black,--,5,5000
Lucci (Source: Egman),2025-01-05,2nd,Nationals,PlayTCG,op-09-the-new-emperor-decks,OP07-079,Rob Lucci,Black,1,Black,--,5,5000
Moria,2025-01-19,1st,Shop Event,Outpost Antwerp,op-09-the-new-emperor-decks,OP06-080,Gecko Moria,Black,1,Black,--,5,5000
Moria,2025-01-19,1st,SB,Ludotrotter Angers,op-09-the-new-emperor-decks,OP06-080,Gecko Moria,Black,1,Black,--,5,5000
NAmi,2025-01-25,T32,OCE Final,TAK Games,op-09-the-new-emperor-decks,OP03-040,Nami,Blue,1,Blue,--,5,5000
Nico Robin,2025-01-08,1st,SB,GeeklogiaShop,op-09-the-new-emperor-decks,OP09-062,Nico Robin,Purple/Yellow,2,Purple,Yellow,4,5000
Nico Robin,2025-01-12,T64,Latam Final,SangsangEvents,op-09-the-new-emperor-decks,OP09-062,Nico Robin,Purple/Yellow,2,Purple,Yellow,4,5000
Nico Robin,2025-01-12,T32,Latam Final,SangsangEvents,op-09-the-new-emperor-decks,OP09-062,Nico Robin,Purple/Yellow,2,Purple,Yellow,4,5000
Perona,2025-01-19,T8,Shop Event,wimmiebear,op-09-the-new-emperor-decks,OP06-021,Perona,Green/Black,2,Green,Black,4,5000
Perona,2025-02-01,T16,TC,OPE,op-09-the-new-emperor-decks,OP06-021,Perona,Green/Black,2,Green,Black,4,5000
Purple Luffy,2024-12-22,1st,SB,LGS,op-09-the-new-emperor-decks,OP05-060,Monkey.D.Luffy,Purple,1,Purple,--,5,5000
Purple Luffy,2025-01-22,1st,SB,Crossings Las Vegas,op-09-the-new-emperor-decks,OP05-060,Monkey.D.Luffy,Purple,1,Purple,--,5,5000
Purple Luffy,2025-02-01,T32,TC,CoreTCG,op-09-the-new-emperor-decks,OP05-060,Monkey.D.Luffy,Purple,1,Purple,--,5,5000
Purple Luffy,2025-01-25,T4,Shop Event,acebunnytcg,op-09-the-new-emperor-decks,OP05-060,Monkey.D.Luffy,Purple,1,Purple,--,5,5000
Purple Luffy,2024-12-21,T8,TC,The Booster Box,op-09-the-new-emperor-decks,OP05-060,Monkey.D.Luffy,Purple,1,Purple,--,5,5000
Purple Luffy,2024-12-21,T32,TC,The Booster Box,op-09-the-new-emperor-decks,OP05-060,Monkey.D.Luffy,Purple,1,Purple,--,5,5000
Purple Luffy,2025-03-10,1st,SB,Kaos Gamer Lounge,op-09-the-new-emperor-decks,OP05-060,Monkey.D.Luffy,Purple,1,Purple,--,5,5000
Purple Luffy,2025-01-25,T8,OCE Final,TAK Games,op-09-the-new-emperor-decks,OP05-060,Monkey.D.Luffy,Purple,1,Purple,--,5,5000
Purple Luffy,2025-02-15,T8,TC,Versus Games,op-09-the-new-emperor-decks,OP05-060,Monkey.D.Luffy,Purple,1,Purple,--,5,5000
Purple Luffy,2025-02-26,1st,SB,Good Games Cannington,op-09-the-new-emperor-decks,OP05-060,Monkey.D.Luffy,Purple,1,Purple,--,5,5000
Purple Luffy,2024-12-19,1st,SB,GeekLogia Shop,op-09-the-new-emperor-decks,OP05-060,Monkey.D.Luffy,Purple,1,Purple,--,5,5000
Purple Luffy,2024-12-21,T32,TC,The Booster Box,op-09-the-new-emperor-decks,OP05-060,Monkey.D.Luffy,Purple,1,Purple,--,5,5000
Purple Luffy,2024-12-15,1st,SB,DollyBackFight,op-09-the-new-emperor-decks,OP05-060,Monkey.D.Luffy,Purple,1,Purple,--,5,5000
Purple Luffy,2025-02-08,T32,TC,TAK Games,op-09-the-new-emperor-decks,OP05-060,Monkey.D.Luffy,Purple,1,Purple,--,5,5000
Purple Luffy,2025-01-25,T16,OCE Final,TAK Games,op-09-the-new-emperor-decks,OP05-060,Monkey.D.Luffy,Purple,1,Purple,--,5,5000
Purple Luffy,2024-12-22,2nd,Webcam,PPG,op-09-the-new-emperor-decks,OP05-060,Monkey.D.Luffy,Purple,1,Purple,--,5,5000
Purple Luffy,2024-12-15,1st,SB,Team Lunti Trading Cards,op-09-the-new-emperor-decks,OP05-060,Monkey.D.Luffy,Purple,1,Purple,--,5,5000
Purple Luffy,2025-02-01,2nd,TC,OPE,op-09-the-new-emperor-decks,OP05-060,Monkey.D.Luffy,Purple,1,Purple,--,5,5000
Purple Luffy,2024-12-30,1st,SB,Kaos,op-09-the-new-emperor-decks,OP05-060,Monkey.D.Luffy,Purple,1,Purple,--,5,5000
Purple Luffy,2025-01-12,T64,Latam Finals,SangsangEvents,op-09-the-new-emperor-decks,OP05-060,Monkey.D.Luffy,Purple,1,Purple,--,5,5000
Purple Luffy,2025-01-12,T8,Latam Finals,SangsangEvents,op-09-the-new-emperor-decks,OP05-060,Monkey.D.Luffy,Purple,1,Purple,--,5,5000
Purple Luffy,2025-01-04,T64,Bandai Fest,LCQ,op-09-the-new-emperor-decks,OP05-060,Monkey.D.Luffy,Purple,1,Purple,--,5,5000
Purple Luffy,2025-03-07,1st,SB,Korasama,op-09-the-new-emperor-decks,OP05-060,Monkey.D.Luffy,Purple,1,Purple,--,5,5000
Purple Luffy,2025-03-09,T8,Regional,One Piece Day,op-09-the-new-emperor-decks,OP05-060,Monkey.D.Luffy,Purple,1,Purple,--,5,5000
Purple Luffy,2024-12-21,T8,TC,The Booster Box,op-09-the-new-emperor-decks,OP05-060,Monkey.D.Luffy,Purple,1,Purple,--,5,5000
Purple Luffy,2024-12-16,1st,Shop Event,Chinoize Cup,op-09-the-new-emperor-decks,OP05-060,Monkey.D.Luffy,Purple,1,Purple,--,5,5000
Purple Luffy,2025-02-25,1st,SB,Korasama,op-09-the-new-emperor-decks,OP05-060,Monkey.D.Luffy,Purple,1,Purple,--,5,5000
Purple Luffy,2024-12-14,1st,SB,LGS,op-09-the-new-emperor-decks,OP05-060,Monkey.D.Luffy,Purple,1,Purple,--,5,5000
Purple Luffy (Source: The Egman),2025-01-05,T8,Nationals,PlayTCG,op-09-the-new-emperor-decks,OP05-060,Monkey.D.Luffy,Purple,1,Purple,--,5,5000
Purple Luffy (Source: The Egman),2025-01-05,T8,Nationals,PlayTCG,op-09-the-new-emperor-decks,OP05-060,Monkey.D.Luffy,Purple,1,Purple,--,5,5000
Purple Luffy (Source: The Egman),2025-01-05,T16,Nationals,PlayTCG,op-09-the-new-emperor-decks,OP05-060,Monkey.D.Luffy,Purple,1,Purple,--,5,5000
RP Luffy,2025-01-03,1st,SB,LGS,op-09-the-new-emperor-decks,ST10-002,Monkey.D.Luffy,Red/Purple,2,Red,Purple,3,6000
RY Sabo,2025-02-06,1st,SB,Cardshop,op-09-the-new-emperor-decks,ST13-001,Sabo,Red/Yellow,2,Red,Yellow,4,5000
Red Green Chopper,2024-12-29,1st,SB,Galaxy Comics n Collectibles,op-09-the-new-emperor-decks,OP08-001,Tony Tony.Chopper,Red/Green,2,Red,Green,4,5000
Red Purple Luffy,2025-02-15,T32,TC,Versus Games,op-09-the-new-emperor-decks,ST10-002,Monkey.D.Luffy,Red/Purple,2,Red,Purple,3,6000
Red Purple Luffy,2025-01-16,1st,SB,Galactic Gamez,op-09-the-new-emperor-decks,ST10-002,Monkey.D.Luffy,Red/Purple,2,Red,Purple,3,6000
Red Purple Luffy,2025-01-23,1st,SB,Galactic Gamez,op-09-the-new-emperor-decks,ST10-002,Monkey.D.Luffy,Red/Purple,2,Red,Purple,3,6000
Red Purple Luffy,2025-02-01,T16,TC,OPE,op-09-the-new-emperor-decks,ST10-002,Monkey.D.Luffy,Red/Purple,2,Red,Purple,3,6000
Red Purple Luffy,2025-01-25,2nd,Shop Event,acebunnytcg,op-09-the-new-emperor-decks,ST10-002,Monkey.D.Luffy,Red/Purple,2,Red,Purple,3,6000
Red Purple Luffy,2025-01-13,1st,SB,Dolly Back Fight,op-09-the-new-emperor-decks,ST10-002,Monkey.D.Luffy,Red/Purple,2,Red,Purple,3,6000
Red Purple Luffy,2025-02-22,T32,TC,TAK,op-09-the-new-emperor-decks,ST10-002,Monkey.D.Luffy,Red/Purple,2,Red,Purple,3,6000
Red Purple Luffy,2025-02-16,T4,Shop Event,PPG,op-09-the-new-emperor-decks,ST10-002,Monkey.D.Luffy,Red/Purple,2,Red,Purple,3,6000
Red SHanks,2024-12-22,1st,SB,Lunti Trading,op-09-the-new-emperor-decks,OP09-001,Shanks,Red,1,Red,--,5,5000
Red SHanks,2024-12-15,T4,SB,DollyBackFight,op-09-the-new-emperor-decks,OP09-001,Shanks,Red,1,Red,--,5,5000
Red SHanks,2024-12-17,2nd,SB,Kaos Gamer Lounge,op-09-the-new-emperor-decks,OP09-001,Shanks,Red,1,Red,--,5,5000
Red SHanks,2025-01-24,1st,SB,TCGShopE,op-09-the-new-emperor-decks,OP09-001,Shanks,Red,1,Red,--,5,5000
Red SHanks,2025-02-17,1st,SB,Primal Cards n Collectables,op-09-the-new-emperor-decks,OP09-001,Shanks,Red,1,Red,--,5,5000
Red SHanks,2024-12-21,1st,TC,The Booster Box,op-09-the-new-emperor-decks,OP09-001,Shanks,Red,1,Red,--,5,5000
Red SHanks,2025-01-19,1st,SB,King Toy,op-09-the-new-emperor-decks,OP09-001,Shanks,Red,1,Red,--,5,5000
Red SHanks,2024-12-29,1st,SB,Patriot Games,op-09-the-new-emperor-decks,OP09-001,Shanks,Red,1,Red,--,5,5000
Red SHanks,2025-02-15,T16,TC,Versus Games,op-09-the-new-emperor-decks,OP09-001,Shanks,Red,1,Red,--,5,5000
Red SHanks,2025-02-15,T16,TC,City Class Games Eventos,op-09-the-new-emperor-decks,OP09-001,Shanks,Red,1,Red,--,5,5000
Red SHanks,2024-12-15,T4,SB,U Knowwhere 2 Play,op-09-the-new-emperor-decks,OP09-001,Shanks,Red,1,Red,--,5,5000
Red SHanks,2024-12-22,T8,Webcam,PPG,op-09-the-new-emperor-decks,OP09-001,Shanks,Red,1,Red,--,5,5000
Red SHanks,2025-01-25,T32,OCE Final,TAK Games,op-09-the-new-emperor-decks,OP09-001,Shanks,Red,1,Red,--,5,5000
Red SHanks,2025-01-28,1st,SB,Korasama,op-09-the-new-emperor-decks,OP09-001,Shanks,Red,1,Red,--,5,5000
Red SHanks,2024-12-19,1st,SB,LGS,op-09-the-new-emperor-decks,OP09-001,Shanks,Red,1,Red,--,5,5000
Red SHanks,2025-03-08,1st,SB,Red Line,op-09-the-new-emperor-decks,OP09-001,Shanks,Red,1,Red,--,5,5000
Red SHanks,2024-12-15,2nd,SB,Team Lunti Trading Cards,op-09-the-new-emperor-decks,OP09-001,Shanks,Red,1,Red,--,5,5000
Red SHanks,2024-12-21,T64,TC,The Booster Box,op-09-the-new-emperor-decks,OP09-001,Shanks,Red,1,Red,--,5,5000
Red SHanks,2024-12-21,--,TC,The Booster Box,op-09-the-new-emperor-decks,OP09-001,Shanks,Red,1,Red,--,5,5000
Red SHanks,2024-12-10,2nd,Shop Event,The Egman,op-09-the-new-emperor-decks,OP09-001,Shanks,Red,1,Red,--,5,5000
Red SHanks,2025-01-04,T32,Bandai Fest,LCQ,op-09-the-new-emperor-decks,OP09-001,Shanks,Red,1,Red,--,5,5000
Red SHanks,2025-01-12,T64,Latam Final,SangsangEvents,op-09-the-new-emperor-decks,OP09-001,Shanks,Red,1,Red,--,5,5000
Red SHanks,2025-02-25,1st,SB,Chinoize Cup,op-09-the-new-emperor-decks,OP09-001,Shanks,Red,1,Red,--,5,5000
Red SHanks,2025-03-01,T8,TC,Sangsang Events,op-09-the-new-emperor-decks,OP09-001,Shanks,Red,1,Red,--,5,5000
Red SHanks,2025-03-06,1st,SB,Family Cards and Games,op-09-the-new-emperor-decks,OP09-001,Shanks,Red,1,Red,--,5,5000
Red SHanks,2025-01-28,1st,SB,Nekos,op-09-the-new-emperor-decks,P-011,Uta,Red,1,Red,--,5,5000
Red SHanks,2025-01-12,1st,Latam Final,SangsangEvents,op-09-the-new-emperor-decks,OP09-001,Shanks,Red,1,Red,--,5,5000
Red SHanks,2025-02-01,1st,SB,La Escotilla,op-09-the-new-emperor-decks,OP09-001,Shanks,Red,1,Red,--,5,5000
Red SHanks,2025-01-11,T8,Shop Event,TCGShopE,op-09-the-new-emperor-decks,OP09-001,Shanks,Red,1,Red,--,5,5000
Red SHanks,2025-01-04,2nd,Bandai Fest,LCQ,op-09-the-new-emperor-decks,OP09-001,Shanks,Red,1,Red,--,5,5000
Red Yellow Betty,2024-12-15,2nd,SB,DollyBackFight,op-09-the-new-emperor-decks,OP05-002,Belo Betty,Red/Yellow,2,Red,Yellow,4,5000
Red Yellow Betty,2025-01-19,1st,SB,LGS,op-09-the-new-emperor-decks,OP05-002,Belo Betty,Red/Yellow,2,Red,Yellow,4,5000
Red Yellow Betty,2024-12-22,1st,SB,DMK ESports,op-09-the-new-emperor-decks,OP05-002,Belo Betty,Red/Yellow,2,Red,Yellow,4,5000
Red Zoro,2024-12-29,1st,Super SB,Arcadia Games Ragusa,op-09-the-new-emperor-decks,OP01-001,Roronoa Zoro,Red,1,Red,--,5,5000
Red Zoro,2025-01-26,2nd,Shop Event,Safara-Pordenone,op-09-the-new-emperor-decks,OP01-001,Roronoa Zoro,Red,1,Red,--,5,5000
Red Zoro,2025-01-11,T4,Shop Event,Poznan Abordaz Event,op-09-the-new-emperor-decks,OP01-001,Roronoa Zoro,Red,1,Red,--,5,5000
Red Zoro,2025-01-29,1st,SB,La Contea Nerd,op-09-the-new-emperor-decks,OP01-001,Roronoa Zoro,Red,1,Red,--,5,5000
Red Zoro,2024-12-22,T4,Webcam,PPG,op-09-the-new-emperor-decks,OP01-001,Roronoa Zoro,Red,1,Red,--,5,5000
Reiju,2025-02-08,1st,SB,LGS,op-09-the-new-emperor-decks,OP06-042,Vinsmoke Reiju,Blue/Purple,2,Blue,Purple,4,5000
Reiju,2025-02-09,1st,SB,Cape Fear Collectibles,op-09-the-new-emperor-decks,OP06-042,Vinsmoke Reiju,Blue/Purple,2,Blue,Purple,4,5000
Rob Lucci,2025-01-12,T32,Latam Final,SangsangEvents,op-09-the-new-emperor-decks,OP07-079,Rob Lucci,Black,1,Black,--,5,5000
Rob Lucci,2025-01-12,T64,Latam Final,SangsangEvents,op-09-the-new-emperor-decks,OP07-079,Rob Lucci,Black,1,Black,--,5,5000
Rob Lucci,2025-03-08,2nd,Regional,One Piece Day,op-09-the-new-emperor-decks,OP07-079,Rob Lucci,Black,1,Black,--,5,5000
Rob Lucci,2025-01-19,1st,Shop Event,Uv Store,op-09-the-new-emperor-decks,OP07-079,Rob Lucci,Black,1,Black,--,5,5000
Rob Lucci,2025-01-19,2nd,SB,Underdome Gamers Vault,op-09-the-new-emperor-decks,OP07-079,Rob Lucci,Black,1,Black,--,5,5000
Rob Lucci,2025-01-07,1st,Shop Event,ChinoizeCup,op-09-the-new-emperor-decks,OP07-079,Rob Lucci,Black,1,Black,--,5,5000
Rob Lucci,2025-01-12,1st,Shop Event,TCGShopE,op-09-the-new-emperor-decks,OP07-079,Rob Lucci,Black,1,Black,--,5,5000
Rob Lucci,2025-01-12,T64,Latam Final,SangsangEvents,op-09-the-new-emperor-decks,OP07-079,Rob Lucci,Black,1,Black,--,5,5000
Rob Lucci,2025-03-08,--,Regional,One Piece Day,op-09-the-new-emperor-decks,OP07-079,Rob Lucci,Black,1,Black,--,5,5000
Shanks (Source: The Egman),2025-01-05,T16,Nationals,PlayTCG,op-09-the-new-emperor-decks,OP09-001,Shanks,Red,1,Red,--,5,5000
Smoker,2025-01-02,1st,SB,LGS,op-09-the-new-emperor-decks,OP02-093,Smoker,Black,1,Black,--,5,5000
Smoker,2025-01-16,1st,SB,LGS,op-09-the-new-emperor-decks,OP02-093,Smoker,Black,1,Black,--,5,5000
Smoker,2024-12-27,1st,SB,RWT Collective,op-09-the-new-emperor-decks,OP02-093,Smoker,Black,1,Black,--,5,5000
Smoker,2025-02-05,1st,SB,LGS,op-09-the-new-emperor-decks,OP02-093,Smoker,Black,1,Black,--,5,5000
Smoker,2025-02-01,T32,TC,CoreTCG,op-09-the-new-emperor-decks,OP02-093,Smoker,Black,1,Black,--,5,5000
Smoker,2024-12-29,1st,SB,LGS,op-09-the-new-emperor-decks,OP02-093,Smoker,Black,1,Black,--,5,5000
Smoker,2025-02-21,1st,SB,Lucky Vault Locals,op-09-the-new-emperor-decks,OP02-093,Smoker,Black,1,Black,--,5,5000
Smoker,2025-01-08,1st,SB4-0),LGS,op-09-the-new-emperor-decks,OP02-093,Smoker,Black,1,Black,--,5,5000
Smoker,2025-02-14,1st,SB,LGS,op-09-the-new-emperor-decks,OP02-093,Smoker,Black,1,Black,--,5,5000
Teach,2025-03-08,T8,Regional,One Piece Day,op-09-the-new-emperor-decks,OP09-081,Marshall.D.Teach,Black,1,Black,--,5,5000
Vegapunk,2025-01-03,1st,SB,Geeklogia,op-09-the-new-emperor-decks,OP07-097,Vegapunk,Yellow,1,Yellow,--,2,5000
Yamato,2025-02-22,T8,TC,TAK,op-09-the-new-emperor-decks,OP06-022,Yamato,Green/Yellow,2,Green,Yellow,4,5000
Yellow Enel,2025-02-27,1st,SB,Galatic Gamez,op-09-the-new-emperor-decks,OP05-098,Enel,Yellow,1,Yellow,--,4,5000
Yellow Enel,2025-03-01,T8,TC,Sangsang Events,op-09-the-new-emperor-decks,OP05-098,Enel,Yellow,1,Yellow,--,4,5000
Yellow Enel,2025-01-26,1st,SB,Nekos,op-09-the-new-emperor-decks,OP05-098,Enel,Yellow,1,Yellow,--,4,5000
Yellow Enel,2025-02-01,T8,TC,OPE,op-09-the-new-emperor-decks,OP05-098,Enel,Yellow,1,Yellow,--,4,5000
Yellow Enel,2025-01-25,T16,OCE Final,TAK Games,op-09-the-new-emperor-decks,OP05-098,Enel,Yellow,1,Yellow,--,4,5000
Yellow Enel,2025-01-12,T4,Latam Final,SangsangEvents,op-09-the-new-emperor-decks,OP05-098,Enel,Yellow,1,Yellow,--,4,5000
Yellow Enel,2025-01-25,1st,Shop Event,acebunnytcg,op-09-the-new-emperor-decks,OP05-098,Enel,Yellow,1,Yellow,--,4,5000
Yellow Enel,2025-03-08,1st,SB,The Nostalgic Knick Knack,op-09-the-new-emperor-decks,OP05-098,Enel,Yellow,1,Yellow,--,4,5000
Yellow Enel,2025-02-08,T32,TC,TAK Games,op-09-the-new-emperor-decks,OP05-098,Enel,Yellow,1,Yellow,--,4,5000
Yellow Enel,2025-03-01,T8,TC,Sangsang Events,op-09-the-new-emperor-decks,OP05-098,Enel,Yellow,1,Yellow,--,4,5000
Yellow Enel,2025-01-19,1st,Shop Event,wimmiebear,op-09-the-new-emperor-decks,OP05-098,Enel,Yellow,1,Yellow,--,4,5000
Yellow Enel,2025-02-05,1st,Shop Event,ChinoizeCup,op-09-the-new-emperor-decks,OP05-098,Enel,Yellow,1,Yellow,--,4,5000
Yellow Kata,2025-01-04,1st,SB,Bazaar Trader,op-09-the-new-emperor-decks,OP03-099,Charlotte Katakuri,Yellow,1,Yellow,--,5,5000
Yellow Kata,2025-01-23,1st,SB,LGS,op-09-the-new-emperor-decks,OP03-099,Charlotte Katakuri,Yellow,1,Yellow,--,5,5000
Yellow Kata,2025-01-04,T16,NCL Qualifier,Noheroes,op-09-the-new-emperor-decks,OP03-099,Charlotte Katakuri,Yellow,1,Yellow,--,5,5000
Yellow Katakuri,2025-03-09,T8,Regional,One Piece Day,op-09-the-new-emperor-decks,OP03-099,Charlotte Katakuri,Yellow,1,Yellow,--,5,5000
Yellow Katakuri,2025-03-05,1st,SB,Good Games Cannington,op-09-the-new-emperor-decks,OP03-099,Charlotte Katakuri,Yellow,1,Yellow,--,5,5000
Yonko Luffy,2025-02-16,1st,SB,Kingdom Collectors,op-09-the-new-emperor-decks,OP09-061,Monkey.D.Luffy,Purple/Black,2,Purple,Black,4,5000
Yonko Luffy,2024-12-22,T8,Webcam,PPG,op-09-the-new-emperor-decks,OP09-061,Monkey.D.Luffy,Purple/Black,2,Purple,Black,4,5000
Yonko Luffy,2025-03-09,1st,SB,Gameland LLC,op-09-the-new-emperor-decks,OP09-061,Monkey.D.Luffy,Purple/Black,2,Purple,Black,4,5000
Yonko Luffy,2024-12-10,T8,Shop Event,The Egman,op-09-the-new-emperor-decks,OP09-061,Monkey.D.Luffy,Purple/Black,2,Purple,Black,4,5000
Yonko Luffy,2025-02-10,1st,SB,Dolly Back Fight,op-09-the-new-emperor-decks,OP09-061,Monkey.D.Luffy,Purple/Black,2,Purple,Black,4,5000
Zoro and Sanji,2025-02-19,1st,SB,The Games Store,op-09-the-new-emperor-decks,ST12-001,Roronoa Zoro & Sanji,Green/Blue,2,Green,Blue,4,5000
Aggro Sugar,2025-04-05,1st,SB,LGS,op-10-the-royal-bloodline-decks,OP10-003,Sugar,Red/Purple,2,Red,Purple,4,5000
BY Luffy,2025-03-30,1st,Regional,Playlatam,op-10-the-royal-bloodline-decks,ST13-003,Monkey.D.Luffy,Black/Yellow,2,Black,Yellow,4,5000
BY Luffy,2025-03-30,1st,Regional,Manavortex,op-10-the-royal-bloodline-decks,ST13-003,Monkey.D.Luffy,Black/Yellow,2,Black,Yellow,4,5000
BY Luffy,2025-05-02,1st,SB,LGS,op-10-the-royal-bloodline-decks,ST13-003,Monkey.D.Luffy,Black/Yellow,2,Black,Yellow,4,5000
BY Luffy,2025-03-29,T32,Regional,NoHeroes,op-10-the-royal-bloodline-decks,ST13-003,Monkey.D.Luffy,Black/Yellow,2,Black,Yellow,4,5000
BY Luffy,2025-03-29,T16,Regional,NoHeroes,op-10-the-royal-bloodline-decks,ST13-003,Monkey.D.Luffy,Black/Yellow,2,Black,Yellow,4,5000
Betty,2025-04-26,T16,Regional,Montreal Regional,op-10-the-royal-bloodline-decks,OP05-002,Belo Betty,Red/Yellow,2,Red,Yellow,4,5000
Betty,2025-05-04,T8,Treasure Cup,TAK Games,op-10-the-royal-bloodline-decks,OP05-002,Belo Betty,Red/Yellow,2,Red,Yellow,4,5000
Betty,2025-03-23,T16,Shop Event,Grand Line,op-10-the-royal-bloodline-decks,OP05-002,Belo Betty,Red/Yellow,2,Red,Yellow,4,5000
Betty,2025-03-30,1st,SB,Sci Fi Factory,op-10-the-royal-bloodline-decks,OP05-002,Belo Betty,Red/Yellow,2,Red,Yellow,4,5000
Betty,2025-04-26,T32,Regional,TAK Games,op-10-the-royal-bloodline-decks,OP05-002,Belo Betty,Red/Yellow,2,Red,Yellow,4,5000
Betty,2025-04-17,1st,SB,Galactic Gamez,op-10-the-royal-bloodline-decks,OP05-002,Belo Betty,Red/Yellow,2,Red,Yellow,4,5000
Black Lucci,2025-04-26,1st,Regional,Mulheim Regional,op-10-the-royal-bloodline-decks,OP07-079,Rob Lucci,Black,1,Black,--,5,5000
Black Lucci,2025-04-27,1st,Store Regional,Arkham games,op-10-the-royal-bloodline-decks,OP07-079,Rob Lucci,Black,1,Black,--,5,5000
Black Lucci,2025-04-19,T8,Regional,TopCutEvent,op-10-the-royal-bloodline-decks,OP07-079,Rob Lucci,Black,1,Black,--,5,5000
Black Lucci,2025-04-13,T16,Regional,London Regional,op-10-the-royal-bloodline-decks,OP07-079,Rob Lucci,Black,1,Black,--,5,5000
Black Lucci,2025-04-19,T32,Regional,Paris Regional,op-10-the-royal-bloodline-decks,OP07-079,Rob Lucci,Black,1,Black,--,5,5000
Black Lucci,2025-04-30,1st,SB,The Game Store,op-10-the-royal-bloodline-decks,OP07-079,Rob Lucci,Black,1,Black,--,5,5000
Blue Boa,2025-04-12,T32,Regional,Virginia Regional,op-10-the-royal-bloodline-decks,OP07-038,Boa Hancock,Blue,1,Blue,--,5,5000
Blue Buggy,2025-03-19,1st,Pre Release,The Game Store,op-10-the-royal-bloodline-decks,OP09-042,Buggy,Blue,1,Blue,--,5,5000
Blue Doffy,2025-03-30,T8,Regional,Sangsang,op-10-the-royal-bloodline-decks,OP01-060,Donquixote Doflamingo,Blue,1,Blue,--,5,5000
Blue Doffy,2025-04-26,T16,Regional,TAK Games,op-10-the-royal-bloodline-decks,OP01-060,Donquixote Doflamingo,Blue,1,Blue,--,5,5000
Blue Doffy,2025-04-26,T16,Regional,TAK Games,op-10-the-royal-bloodline-decks,OP01-060,Donquixote Doflamingo,Blue,1,Blue,--,5,5000
Blue Doffy,2025-05-03,T16,Regional,TAK Games,op-10-the-royal-bloodline-decks,OP01-060,Donquixote Doflamingo,Blue,1,Blue,--,5,5000
Blue Doffy,2025-04-12,T4,Regional,Virginia Regional,op-10-the-royal-bloodline-decks,OP01-060,Donquixote Doflamingo,Blue,1,Blue,--,5,5000
Blue Doffy,2025-03-22,T4,Regional,TAK Games,op-10-the-royal-bloodline-decks,OP01-060,Donquixote Doflamingo,Blue,1,Blue,--,5,5000
Blue Doffy,2025-04-26,T16,Regional,TAK Games,op-10-the-royal-bloodline-decks,OP01-060,Donquixote Doflamingo,Blue,1,Blue,--,5,5000
